timestamp,machine_name,temperature,pressure,vibration,humidity,power_consumption,operational_status,error_code,production_count,maintenance_log,speed
1/04/2024 7:30,Smart Conveyor System,27.16,8.96,2.82,32.4,268.9,active,,33,,1.46
1/04/2024 7:30,IoT Sensor Hub,43.62,2.46,3.8,63.53,177.02,idle,,97,,
1/04/2024 7:30,Predictive Maintenance System,64.89,2.42,2.33,46.94,336.48,active,,73,,
1/04/2024 7:30,Automated Assembly Line,76.2,1.9,1.86,55.69,200.01,active,,16,,
1/04/2024 7:30,Quality Control Scanner,55.94,8.65,0.54,55.76,255.22,active,,81,,
1/04/2024 7:30,Energy Management System,24.76,6.49,1.57,69.17,199,idle,,16,,
1/04/2024 8:00,CNC Machine,34.89,7.99,4.23,61.9,241.47,active,,58,,1.32
1/04/2024 8:00,3D Printer,26.5,1.84,4.13,63.59,199.69,active,,53,,4.7
1/04/2024 8:00,Industrial Robot,27.16,1.62,4.85,42.11,215.97,active,,3,,4.94
1/04/2024 8:00,Automated Guided Vehicle (AGV),49.72,8.06,2.31,38.46,223.34,idle,,60,,
1/04/2024 8:00,Smart Conveyor System,70.53,7.73,4.11,35.27,336.3,active,,91,,1.19
1/04/2024 8:00,IoT Sensor Hub,48.33,6.92,0.54,63.02,435.95,active,,50,,
1/04/2024 8:00,Predictive Maintenance System,43.28,4.01,0.85,47.12,415.03,active,,100,,
1/04/2024 8:00,Automated Assembly Line,67.25,2.9,4.85,67.71,290.93,active,,17,,
1/04/2024 8:00,Quality Control Scanner,62.82,6.79,0.78,39.75,167.94,active,,39,,
1/04/2024 8:00,Energy Management System,70.28,7.54,3.45,40.81,489.01,active,,99,,
1/04/2024 8:30,CNC Machine,23.9,2.81,4.63,49.94,403.61,active,,89,,1.11
1/04/2024 8:30,3D Printer,49.52,4.11,2.26,50.83,196.18,active,,14,,2.16
1/04/2024 8:30,Industrial Robot,33.11,7.7,4.99,54.85,439.74,active,,97,,1.83
1/04/2024 8:30,Automated Guided Vehicle (AGV),31.14,3.02,3.02,45.82,473.7,active,,100,,
1/04/2024 8:30,Smart Conveyor System,42.35,4.18,4.44,61.79,152.2,idle,,78,,4.81
1/04/2024 8:30,IoT Sensor Hub,55.74,8.01,4.61,36.03,230.87,active,,94,,
1/04/2024 8:30,Predictive Maintenance System,20.59,4,3.68,46.56,400.66,idle,,64,,
1/04/2024 8:30,Automated Assembly Line,41.15,8.87,2.85,68.78,223.84,active,,49,,
1/04/2024 8:30,Quality Control Scanner,35.44,2.22,3.74,35.44,266.64,idle,,0,,
1/04/2024 8:30,Energy Management System,37.49,7.98,0.73,51.12,327.85,active,,64,,
1/04/2024 9:00,CNC Machine,23.19,5.75,2.94,55.96,323.23,active,,22,,3.39
1/04/2024 9:00,3D Printer,52.84,9.72,0.77,46.48,186.7,active,,96,,0.61
1/04/2024 9:00,Industrial Robot,24.9,3.17,2.3,53.14,283.24,active,,38,,3.17
1/04/2024 9:00,Automated Guided Vehicle (AGV),61.55,6.04,0.22,62.26,251.29,active,,30,,
1/04/2024 9:00,Smart Conveyor System,76.07,8.6,1.29,39.2,150.38,idle,,37,,2.9
1/04/2024 9:00,IoT Sensor Hub,78.36,1.12,3.79,38.09,322.88,idle,,77,,
1/04/2024 9:00,Predictive Maintenance System,78.65,2.46,3.74,58.57,209.91,active,,40,,
1/04/2024 9:00,Automated Assembly Line,66.64,5.24,1.26,36.73,398.91,active,,80,,
1/04/2024 9:00,Quality Control Scanner,44.31,7.82,3.43,38.59,351.92,active,,41,,
1/04/2024 9:00,Energy Management System,62.84,3.31,3.19,65.64,333.66,active,,30,,
1/04/2024 9:30,CNC Machine,40.61,9.59,3.55,39.22,208.87,idle,,19,,4.35
1/04/2024 9:30,3D Printer,73.64,5.48,0.12,41.68,353.59,active,,91,,3.33
1/04/2024 9:30,Industrial Robot,26.06,2.33,2.94,47.32,437.46,active,,94,,4.32
1/04/2024 9:30,Automated Guided Vehicle (AGV),37.9,2.97,0.9,43.38,249.91,active,,79,,
1/04/2024 9:30,Smart Conveyor System,31.57,5.04,3.66,35.24,288.06,active,,23,,1.38
1/04/2024 9:30,IoT Sensor Hub,22.52,5.1,1.37,40.19,158.54,active,,95,,
1/04/2024 9:30,Predictive Maintenance System,56.54,1.18,1.09,47.06,386.86,idle,,74,,
1/04/2024 9:30,Automated Assembly Line,62.6,3.09,4.67,60.4,226.69,idle,,16,,
1/04/2024 9:30,Quality Control Scanner,27.45,3.97,2.04,36.07,145.79,active,,78,,
1/04/2024 9:30,Energy Management System,68.83,1.54,1.4,30.58,429.92,active,,17,,
1/04/2024 10:00,CNC Machine,69.33,3.37,1.1,33.54,417.89,idle,,29,,0.69
1/04/2024 10:00,3D Printer,37.38,8.1,2,55.07,345.81,active,,100,,3.76
1/04/2024 10:00,Industrial Robot,28.04,9.98,1.07,66.47,243.93,active,,49,,1.09
1/04/2024 10:00,Automated Guided Vehicle (AGV),55.92,1.63,0.39,31.47,112.43,active,,12,,
1/04/2024 10:00,Smart Conveyor System,43.05,4.3,3.9,61.44,208.64,active,,64,,3.48
1/04/2024 10:00,IoT Sensor Hub,45.03,2.26,4.79,54.57,467.29,active,,24,,
1/04/2024 10:00,Predictive Maintenance System,58.31,3.52,2.72,58.29,439.76,active,,66,,
1/04/2024 10:00,Automated Assembly Line,72.09,5.57,0.75,59,438.24,active,,60,,
1/04/2024 10:00,Quality Control Scanner,30.35,6.79,0.42,30.36,296.41,active,,11,,
1/04/2024 10:00,Energy Management System,53.28,8.91,1.93,47.78,301.16,active,,0,,
1/04/2024 10:30,CNC Machine,58.19,7.7,2.78,68.11,323.57,active,,72,,2.96
1/04/2024 10:30,3D Printer,24.21,7.34,4.63,41.33,321.59,idle,,87,,0.99
1/04/2024 10:30,Industrial Robot,51.53,2.97,2.92,61.11,464.58,active,,33,,1.77
1/04/2024 10:30,Automated Guided Vehicle (AGV),57.25,9.4,1.52,47.16,105.28,active,,16,,
1/04/2024 10:30,Smart Conveyor System,51.69,9.82,0.97,36.1,246.23,active,,5,,4.61
1/04/2024 10:30,IoT Sensor Hub,32.76,9.68,1.98,67.22,266.68,active,,79,,
1/04/2024 10:30,Predictive Maintenance System,67.69,3.59,0.53,49.05,369.68,idle,,5,,
1/04/2024 10:30,Automated Assembly Line,46.49,3.36,4.31,52.65,116.68,active,,85,,
1/04/2024 10:30,Quality Control Scanner,51.31,9.49,0.52,52.15,227.08,active,,30,,
1/04/2024 10:30,Energy Management System,66.89,2.59,2.22,36.27,412.46,active,,94,,
1/04/2024 11:00,CNC Machine,71.89,9.29,1.6,55.59,465.7,active,,28,,1.26
1/04/2024 11:00,3D Printer,58.71,9.94,1.06,52.1,186.46,active,,37,,0.82
1/04/2024 11:00,Industrial Robot,79.09,7.87,1.88,30.01,369.86,active,,2,,1.92
1/04/2024 11:00,Automated Guided Vehicle (AGV),45.9,4.14,2.12,37.61,130.39,active,,16,,
1/04/2024 11:00,Smart Conveyor System,54.96,2.63,2.74,61.73,449.11,active,,46,,4.06
1/04/2024 11:00,IoT Sensor Hub,45.8,4.67,4.06,49.7,459.97,active,,8,,
1/04/2024 11:00,Predictive Maintenance System,45.85,4.59,4.49,40.64,230.23,active,,11,,
1/04/2024 11:00,Automated Assembly Line,41.48,7.58,0.35,37.21,498.9,maintenance,E303,59,Part Replacement,
1/04/2024 11:00,Quality Control Scanner,62.53,7.77,4.24,34.41,272.39,active,,59,,
1/04/2024 11:00,Energy Management System,54.43,1.67,2.51,39.42,293.35,idle,,50,,
1/04/2024 11:30,CNC Machine,25.62,5.31,4.22,69.39,479.01,active,,21,,1.06
1/04/2024 11:30,3D Printer,63.05,8.15,0.25,60.57,132.4,active,,88,,1.35
1/04/2024 11:30,Industrial Robot,46.41,3.18,1.76,51.73,404.32,active,,56,,0.73
1/04/2024 11:30,Automated Guided Vehicle (AGV),53.39,5.14,4.68,47.82,167.14,active,,49,,
1/04/2024 11:30,Smart Conveyor System,73.24,3.7,4.88,40.42,445.49,active,,1,,3.45
1/04/2024 11:30,IoT Sensor Hub,44.77,7.67,3.28,51.86,361.97,active,,45,,
1/04/2024 11:30,Predictive Maintenance System,20.9,2.59,1.54,68.63,221.35,active,,45,,
1/04/2024 11:30,Automated Assembly Line,26.54,7.86,4.25,36.19,378.58,active,,83,,
1/04/2024 11:30,Quality Control Scanner,25.16,2.01,3.53,32.11,287.6,active,,19,,
1/04/2024 11:30,Energy Management System,27.05,7.75,3.42,48.51,249.49,active,,75,,
1/04/2024 12:00,CNC Machine,72.28,9.63,2.49,48.04,257.78,idle,,61,,2.53
1/04/2024 12:00,3D Printer,73.64,2.69,2.82,37.73,253.11,active,,46,,2.72
1/04/2024 12:00,Industrial Robot,72.49,5.53,0.98,52.33,478.74,active,,16,,4.58
1/04/2024 12:00,Automated Guided Vehicle (AGV),78.47,3.73,2.86,62.34,119.14,idle,,6,,
1/04/2024 12:00,Smart Conveyor System,79.46,5.09,3,46.95,257.37,active,,43,,4.65
1/04/2024 12:00,IoT Sensor Hub,57,3.71,2.82,62.47,350.25,maintenance,E101,50,Routine Check,
1/04/2024 12:00,Predictive Maintenance System,47.88,1.66,3.88,46.67,308.62,active,,38,,
1/04/2024 12:00,Automated Assembly Line,25.29,4.63,4.57,39.9,221.59,active,,16,,
1/04/2024 12:00,Quality Control Scanner,44.8,1.96,2.76,43.42,425.4,idle,,9,,
1/04/2024 12:00,Energy Management System,66.67,6.78,1.49,54.13,407.03,active,,63,,
1/04/2024 12:30,CNC Machine,77.27,5.7,4.42,31.28,286.08,active,,25,,3.04
1/04/2024 12:30,3D Printer,72.77,6.72,1.21,34.25,405.4,idle,,98,,3.54
1/04/2024 12:30,Industrial Robot,61.37,9,2.05,37,457.52,active,,0,,2.8
1/04/2024 12:30,Automated Guided Vehicle (AGV),49.31,8.32,4.12,51.4,457.17,idle,,50,,
1/04/2024 12:30,Smart Conveyor System,77.49,6.6,0.33,30.95,126.57,active,,61,,2.56
1/04/2024 12:30,IoT Sensor Hub,31.76,8.87,0.1,35.78,328.7,active,,57,,
1/04/2024 12:30,Predictive Maintenance System,36.28,2.54,4.63,69.68,149.2,active,,86,,
1/04/2024 12:30,Automated Assembly Line,50.99,8.74,2.76,46.98,114.3,active,,53,,
1/04/2024 12:30,Quality Control Scanner,27.27,3.56,0.97,54.88,391.03,active,,62,,
1/04/2024 12:30,Energy Management System,60.32,1.14,2.58,48.52,173.24,idle,,50,,
1/04/2024 13:00,CNC Machine,24.72,3.55,2.31,57.23,194.65,active,,31,,1.54
1/04/2024 13:00,3D Printer,52.11,7.42,4.46,34.95,182.22,idle,,36,,4.43
1/04/2024 13:00,Industrial Robot,34.47,6.27,1.48,64.29,452.85,active,,31,,2.9
1/04/2024 13:00,Automated Guided Vehicle (AGV),69.66,3.63,0.14,47.72,494.76,active,,36,,
1/04/2024 13:00,Smart Conveyor System,26.31,2.28,1.4,31.39,223.1,active,,79,,4.64
1/04/2024 13:00,IoT Sensor Hub,51.81,2.42,4.44,32.03,497.63,active,,71,,
1/04/2024 13:00,Predictive Maintenance System,51.26,2.27,2.32,66.36,211.8,active,,3,,
1/04/2024 13:00,Automated Assembly Line,24.98,8.33,4.97,56.69,395.42,active,,58,,
1/04/2024 13:00,Quality Control Scanner,47.01,8.46,3.53,69.06,430.65,active,,72,,
1/04/2024 13:00,Energy Management System,36.95,1.3,0.68,66.86,243.42,active,,61,,
1/04/2024 13:30,CNC Machine,36.03,5.39,4.59,36.47,119.61,active,,6,,1.53
1/04/2024 13:30,3D Printer,70.32,7.68,1.5,50.9,433.32,active,,51,,3.57
1/04/2024 13:30,Industrial Robot,53.31,8.01,0.27,59.03,328.17,active,,85,,1.87
1/04/2024 13:30,Automated Guided Vehicle (AGV),42.03,6.89,2.05,46.63,379.95,active,,28,,
1/04/2024 13:30,Smart Conveyor System,21.54,9.18,0.92,59.31,409.93,active,,18,,4.36
1/04/2024 13:30,IoT Sensor Hub,28.93,2.79,1.59,41.22,238.4,idle,,43,,
1/04/2024 13:30,Predictive Maintenance System,59.57,9.53,2.45,69.07,445.54,active,,99,,
1/04/2024 13:30,Automated Assembly Line,39.22,9.42,0.48,66.2,375.71,active,,29,,
1/04/2024 13:30,Quality Control Scanner,79.88,1.66,1.75,65.93,262.76,active,,100,,
1/04/2024 13:30,Energy Management System,26.48,2.8,3.3,33.93,389.9,active,,79,,
1/04/2024 14:00,CNC Machine,72.18,3.65,4.88,33.57,406.47,active,,29,,3.49
